module,legacyKey,normalizedKey,leaf,originalFirstSeg,currentRepoMatches,decision,evalReason
"auth_account","authAccount.openIdRequired","auth_account.open_id_required","open_id_required","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.addAuthAccount","auth_account.add_auth_account","add_auth_account","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.editAuthAccount","auth_account.edit_auth_account","edit_auth_account","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.confirmDeleteAuthAccount","auth_account.confirm_delete_auth_account","confirm_delete_auth_account","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo","auth_info","auth_info","authInfo","","废弃","命名空间根标识 ""authInfo"" 无实际文案内容,无需迁移"
"auth_info","authInfo.inputUserUuid","auth_info.input_user_uuid","input_user_uuid","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.inputUsername","auth_info.input_username","input_username","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.inputPhone","auth_info.input_phone","input_phone","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.inputCertificate","auth_info.input_certificate","input_certificate","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.inputEmail","auth_info.input_email","input_email","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.country","auth_info.country","country","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.inputCountry","auth_info.input_country","input_country","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.province","auth_info.province","province","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.inputProvince","auth_info.input_province","input_province","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.inputCity","auth_info.input_city","input_city","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.certificateRequired","auth_info.certificate_required","certificate_required","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.addAuthInfo","auth_info.add_auth_info","add_auth_info","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.editAuthInfo","auth_info.edit_auth_info","edit_auth_info","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_info","authInfo.confirmDeleteAuthInfo","auth_info.confirm_delete_auth_info","confirm_delete_auth_info","authInfo","","废弃","模块 ""auth_info"" 为旧项目特有功能,新项目无对应实现"
"auth_find_info","authFindInfo.inputUserUuid","auth_find_info.input_user_uuid","input_user_uuid","authFindInfo","","废弃","模块 ""auth_find_info"" 为旧项目特有功能,新项目无对应实现"
"auth_find_info","authFindInfo.inputCard","auth_find_info.input_card","input_card","authFindInfo","","废弃","模块 ""auth_find_info"" 为旧项目特有功能,新项目无对应实现"
"auth_find_info","authFindInfo.inputBelong","auth_find_info.input_belong","input_belong","authFindInfo","","废弃","模块 ""auth_find_info"" 为旧项目特有功能,新项目无对应实现"
"auth_find_info","authFindInfo.inputTitle","auth_find_info.input_title","input_title","authFindInfo","","废弃","模块 ""auth_find_info"" 为旧项目特有功能,新项目无对应实现"
"auth_find_info","authFindInfo.inputMessage","auth_find_info.input_message","input_message","authFindInfo","","废弃","模块 ""auth_find_info"" 为旧项目特有功能,新项目无对应实现"
"auth_find_info","authFindInfo.cardRequired","auth_find_info.card_required","card_required","authFindInfo","","废弃","模块 ""auth_find_info"" 为旧项目特有功能,新项目无对应实现"
"auth_find_info","authFindInfo.belongRequired","auth_find_info.belong_required","belong_required","authFindInfo","","废弃","模块 ""auth_find_info"" 为旧项目特有功能,新项目无对应实现"
"auth_find_info","authFindInfo.addAuthFindInfo","auth_find_info.add_auth_find_info","add_auth_find_info","authFindInfo","","废弃","模块 ""auth_find_info"" 为旧项目特有功能,新项目无对应实现"
"auth_find_info","authFindInfo.editAuthFindInfo","auth_find_info.edit_auth_find_info","edit_auth_find_info","authFindInfo","","废弃","模块 ""auth_find_info"" 为旧项目特有功能,新项目无对应实现"
"auth_find_info","authFindInfo.confirmDeleteAuthFindInfo","auth_find_info.confirm_delete_auth_find_info","confirm_delete_auth_find_info","authFindInfo","","废弃","模块 ""auth_find_info"" 为旧项目特有功能,新项目无对应实现"
"auth_dept","authDept.inputUserId","auth_dept.input_user_id","input_user_id","authDept","","废弃","模块 ""auth_dept"" 为旧项目特有功能,新项目无对应实现"
"auth_dept","authDept.inputDeptId","auth_dept.input_dept_id","input_dept_id","authDept","","废弃","模块 ""auth_dept"" 为旧项目特有功能,新项目无对应实现"
"auth_dept","authDept.addAuthDept","auth_dept.add_auth_dept","add_auth_dept","authDept","","废弃","模块 ""auth_dept"" 为旧项目特有功能,新项目无对应实现"
"auth_dept","authDept.editAuthDept","auth_dept.edit_auth_dept","edit_auth_dept","authDept","","废弃","模块 ""auth_dept"" 为旧项目特有功能,新项目无对应实现"
"auth_dept","authDept.confirmDeleteAuthDept","auth_dept.confirm_delete_auth_dept","confirm_delete_auth_dept","authDept","","废弃","模块 ""auth_dept"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.inputUserUuid","auth_user_vip.input_user_uuid","input_user_uuid","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.vipId","auth_user_vip.vip_id","vip_id","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.inputVipId","auth_user_vip.input_vip_id","input_vip_id","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.inputProgress","auth_user_vip.input_progress","input_progress","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.isValid","auth_user_vip.is_valid","is_valid","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.inputIsValid","auth_user_vip.input_is_valid","input_is_valid","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.inputCreator","auth_user_vip.input_creator","input_creator","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.vipIdRequired","auth_user_vip.vip_id_required","vip_id_required","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.progressRequired","auth_user_vip.progress_required","progress_required","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.addAuthUserVip","auth_user_vip.add_auth_user_vip","add_auth_user_vip","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.editAuthUserVip","auth_user_vip.edit_auth_user_vip","edit_auth_user_vip","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_user_vip","authUserVip.confirmDeleteAuthUserVip","auth_user_vip.confirm_delete_auth_user_vip","confirm_delete_auth_user_vip","authUserVip","","废弃","模块 ""auth_user_vip"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp","auth_sms_temp","auth_sms_temp","authSmsTemp","","废弃","命名空间根标识 ""authSmsTemp"" 无实际文案内容,无需迁移"
"auth_sms_temp","authSmsTemp.tempCode","auth_sms_temp.temp_code","temp_code","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.inputTempCode","auth_sms_temp.input_temp_code","input_temp_code","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.inputSmsCode","auth_sms_temp.input_sms_code","input_sms_code","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.sourcePlatform","auth_sms_temp.source_platform","source_platform","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.inputSourcePlatform","auth_sms_temp.input_source_platform","input_source_platform","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.signName","auth_sms_temp.sign_name","sign_name","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.inputSignName","auth_sms_temp.input_sign_name","input_sign_name","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.inputRemark","auth_sms_temp.input_remark","input_remark","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.field1","auth_sms_temp.field1","field1","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.inputField1","auth_sms_temp.input_field1","input_field1","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.field2","auth_sms_temp.field2","field2","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.inputField2","auth_sms_temp.input_field2","input_field2","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.inputCreator","auth_sms_temp.input_creator","input_creator","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.addAuthSmsTemp","auth_sms_temp.add_auth_sms_temp","add_auth_sms_temp","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.editAuthSmsTemp","auth_sms_temp.edit_auth_sms_temp","edit_auth_sms_temp","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
"auth_sms_temp","authSmsTemp.confirmDeleteAuthSmsTemp","auth_sms_temp.confirm_delete_auth_sms_temp","confirm_delete_auth_sms_temp","authSmsTemp","","废弃","模块 ""auth_sms_temp"" 为旧项目特有功能,新项目无对应实现"
